scene:market
slam:SVIO
frame:d400_imu
seq:2
1563004641.5334734917 0.04507 0.12370 0.01082 -0.71861 0.01718 -0.05042 0.69337
1563004641.5667588711 0.04992 0.13498 0.01126 -0.71867 0.02131 -0.05310 0.69300
1563004641.6000442505 0.05425 0.14564 0.01193 -0.71817 0.02495 -0.05636 0.69313
1563004641.6333298683 0.06107 0.15733 0.01189 -0.71944 0.03035 -0.05770 0.69148
1563004641.6666152477 0.06877 0.17121 0.01206 -0.71978 0.03562 -0.05992 0.69070
1563004641.6999006271 0.07426 0.18285 0.01370 -0.71833 0.03873 -0.06462 0.69161
1563004641.7331860065 0.07856 0.19462 0.01504 -0.71804 0.04170 -0.06948 0.69127
1563004641.7664716244 0.08685 0.20861 0.01608 -0.71796 0.04586 -0.07296 0.69073
1563004641.7997570038 0.09440 0.22111 0.01710 -0.71733 0.05035 -0.07660 0.69068
1563004641.8330423832 0.10270 0.23354 0.01800 -0.71711 0.05492 -0.08021 0.69015
1563004641.8663277626 0.11039 0.24630 0.01883 -0.71667 0.05945 -0.08412 0.68976
1563004641.8996133804 0.11842 0.25721 0.01965 -0.71639 0.06424 -0.08764 0.68919
1563004641.9328989983 0.12732 0.27048 0.02061 -0.71600 0.06891 -0.09150 0.68864
1563004641.9661843777 0.13705 0.28240 0.02157 -0.71566 0.07389 -0.09499 0.68800
1563004641.9994697571 0.14727 0.29620 0.02263 -0.71533 0.07883 -0.09872 0.68727
1563004642.0327551365 0.15807 0.30882 0.02338 -0.71481 0.08386 -0.10238 0.68668
1563004642.0660407543 0.16849 0.32178 0.02477 -0.71445 0.08880 -0.10637 0.68583
1563004642.0993261337 0.18366 0.33804 0.02664 -0.71301 0.09362 -0.11047 0.68604
1563004642.1326115131 0.19428 0.35085 0.02802 -0.71227 0.09826 -0.11468 0.68547
1563004642.1658968925 0.20405 0.36346 0.02870 -0.71169 0.10344 -0.11870 0.68462
1563004642.1991825104 0.21558 0.37656 0.02991 -0.71080 0.10836 -0.12300 0.68402
1563004642.2324681282 0.22641 0.38917 0.03113 -0.71075 0.11336 -0.12719 0.68250
1563004642.2657535076 0.23900 0.40291 0.03246 -0.70974 0.11853 -0.13156 0.68185
1563004642.2990388870 0.25506 0.41744 0.03443 -0.70915 0.12362 -0.13585 0.68071
1563004642.3323245049 0.26750 0.43015 0.03545 -0.70822 0.12868 -0.14033 0.67984
1563004642.3656098843 0.27933 0.44525 0.03589 -0.70738 0.13356 -0.14491 0.67880
1563004642.3988952637 0.29255 0.45894 0.03721 -0.70646 0.13864 -0.14934 0.67778
1563004642.4321806431 0.30629 0.47301 0.03757 -0.70625 0.14406 -0.15355 0.67593
1563004642.5045263767 0.33981 0.50452 0.04000 -0.70434 0.15529 -0.16290 0.67324
1563004642.5378835201 0.35239 0.51521 0.04179 -0.70394 0.15999 -0.16776 0.67137
1563004642.5712406635 0.36549 0.53101 0.04220 -0.70330 0.16461 -0.17311 0.66956
1563004642.6045978069 0.38122 0.54622 0.04299 -0.70266 0.16972 -0.17795 0.66768
1563004642.6379554272 0.39465 0.56219 0.04359 -0.70194 0.17439 -0.18297 0.66587
1563004642.6713125706 0.41117 0.57693 0.04422 -0.70137 0.17948 -0.18752 0.66385
1563004642.7046697140 0.42612 0.59126 0.04487 -0.70016 0.18438 -0.19261 0.66233
1563004642.7380268574 0.44439 0.60716 0.04561 -0.69952 0.18984 -0.19713 0.66013
1563004642.7713840008 0.46299 0.62831 0.04638 -0.69829 0.19511 -0.20218 0.65836
1563004642.8047413826 0.48008 0.64212 0.04706 -0.69741 0.20049 -0.20714 0.65614
1563004642.8380985260 0.49912 0.66298 0.04765 -0.69617 0.20568 -0.21252 0.65412
1563004642.8714559078 0.51662 0.67728 0.04902 -0.69510 0.21074 -0.21726 0.65210
1563004642.9048130512 0.53579 0.69335 0.05037 -0.69349 0.21606 -0.22193 0.65049
1563004642.9381701946 0.55289 0.70246 0.05097 -0.69227 0.22147 -0.22684 0.64827
1563004642.9715273380 0.57077 0.71392 0.05189 -0.69078 0.22712 -0.23197 0.64609
1563004643.0048837662 0.58865 0.72517 0.05249 -0.68954 0.23248 -0.23685 0.64373
1563004643.0382418633 0.62120 0.76795 0.05394 -0.68798 0.23834 -0.24155 0.64150
1563004643.0715990067 0.64255 0.78382 0.05526 -0.68609 0.24376 -0.24652 0.63960
1563004643.1049563885 0.65025 0.76538 0.05506 -0.68440 0.24921 -0.25150 0.63736
1563004643.1383135319 0.67219 0.77770 0.05608 -0.68243 0.25507 -0.25598 0.63537
1563004643.1716709137 0.70155 0.80453 0.05720 -0.68076 0.26130 -0.26028 0.63288
1563004643.2050280571 0.72432 0.81753 0.05863 -0.67840 0.26702 -0.26521 0.63098
1563004643.2383852005 0.74988 0.83532 0.05936 -0.67649 0.27272 -0.26996 0.62857
1563004643.2717423439 0.77380 0.84779 0.06105 -0.67432 0.27830 -0.27416 0.62664
1563004643.3050997257 0.80308 0.86735 0.06162 -0.67232 0.28420 -0.27796 0.62447
1563004643.3384571075 0.82811 0.87889 0.06311 -0.66991 0.29004 -0.28248 0.62234
1563004643.3718142509 0.85546 0.89622 0.06355 -0.66766 0.29571 -0.28729 0.61988
1563004643.4051713943 0.87965 0.90899 0.06448 -0.66545 0.30087 -0.29170 0.61771
1563004643.4385285378 0.90721 0.92424 0.06535 -0.66341 0.30621 -0.29567 0.61539
1563004643.4718904495 0.93352 0.93588 0.06634 -0.66094 0.31142 -0.29943 0.61361
1563004643.5052475929 0.96283 0.95268 0.06670 -0.65901 0.31664 -0.30341 0.61105
1563004643.5386047363 0.99019 0.96577 0.06770 -0.65677 0.32165 -0.30751 0.60879
1563004643.5719618797 1.01891 0.98269 0.06820 -0.65461 0.32636 -0.31161 0.60653
1563004643.6053190231 1.04590 0.99462 0.06924 -0.65259 0.33092 -0.31531 0.60432
1563004643.6386764050 1.07299 1.00821 0.06971 -0.65048 0.33526 -0.31917 0.60216
1563004643.6720337868 1.09925 1.01945 0.07022 -0.64853 0.33965 -0.32293 0.59981
1563004643.7053909302 1.12486 1.03256 0.07125 -0.64676 0.34369 -0.32746 0.59695
1563004643.7387480736 1.15084 1.04580 0.07136 -0.64507 0.34760 -0.33134 0.59437
1563004643.7721052170 1.17317 1.05622 0.07108 -0.64352 0.35120 -0.33541 0.59164
1563004643.8054625988 1.19944 1.06864 0.07138 -0.64191 0.35506 -0.33908 0.58899
1563004643.8388197422 1.22664 1.08176 0.07144 -0.64016 0.35878 -0.34262 0.58658
1563004643.8721768856 1.25610 1.09457 0.07198 -0.63806 0.36269 -0.34628 0.58432
1563004643.9055342674 1.28854 1.11082 0.07154 -0.63634 0.36665 -0.34983 0.58160
1563004643.9388914108 1.31527 1.12216 0.07239 -0.63454 0.37051 -0.35333 0.57900
1563004643.9722485542 1.34108 1.12999 0.07244 -0.63205 0.37439 -0.35637 0.57735
1563004644.0056059361 1.37133 1.14091 0.07315 -0.63046 0.37878 -0.35936 0.57438
1563004644.0389630795 1.39603 1.14541 0.07298 -0.62781 0.38273 -0.36277 0.57252
1563004644.0723202229 1.42500 1.15494 0.07305 -0.62561 0.38672 -0.36570 0.57037
1563004644.1056776047 1.46036 1.16915 0.07306 -0.62351 0.39077 -0.36821 0.56828
1563004644.1390347481 1.49176 1.18008 0.07361 -0.62144 0.39450 -0.37077 0.56631
1563004644.1723921299 1.52783 1.19502 0.07347 -0.61968 0.39795 -0.37307 0.56431
1563004644.2057492733 1.55624 1.20567 0.07462 -0.61779 0.40070 -0.37563 0.56274
1563004644.2391064167 1.58870 1.21919 0.07488 -0.61634 0.40305 -0.37752 0.56138
1563004644.2724635601 1.61795 1.22920 0.07518 -0.61475 0.40515 -0.37898 0.56063
1563004644.3058207035 1.64755 1.24036 0.07589 -0.61366 0.40713 -0.38034 0.55947
1563004644.3391780853 1.67960 1.25520 0.07608 -0.61285 0.40859 -0.38145 0.55854
1563004644.3725354671 1.70735 1.26699 0.07665 -0.61228 0.40947 -0.38225 0.55798
1563004644.4058926105 1.73412 1.27954 0.07687 -0.61197 0.40989 -0.38254 0.55781
1563004644.4392497540 1.75805 1.29081 0.07768 -0.61192 0.40996 -0.38313 0.55740
1563004644.4726119041 1.78045 1.30057 0.07829 -0.61146 0.41014 -0.38400 0.55717
1563004644.5059690475 1.80403 1.31019 0.07871 -0.61129 0.41072 -0.38439 0.55667
1563004644.5393264294 1.82655 1.31988 0.07896 -0.61061 0.41109 -0.38524 0.55655
1563004644.5726835728 1.84960 1.32845 0.07946 -0.61045 0.41183 -0.38618 0.55553
1563004644.6060409546 1.87123 1.33888 0.07997 -0.61004 0.41234 -0.38753 0.55466
1563004644.6393980980 1.89382 1.34954 0.08045 -0.61006 0.41257 -0.38781 0.55428
1563004644.6727557182 1.91695 1.35776 0.08137 -0.60960 0.41296 -0.38829 0.55416
1563004644.7061128616 1.93980 1.36584 0.08183 -0.60895 0.41359 -0.38908 0.55384
1563004644.7394700050 1.96057 1.37374 0.08263 -0.60851 0.41431 -0.38978 0.55329
1563004644.7728273869 1.97774 1.38046 0.08297 -0.60783 0.41432 -0.39066 0.55342
1563004644.8061845303 2.00040 1.38788 0.08315 -0.60772 0.41503 -0.39094 0.55280
1563004644.8395419121 2.02221 1.39570 0.08369 -0.60713 0.41563 -0.39170 0.55246
1563004644.8728990555 2.04368 1.40444 0.08381 -0.60695 0.41620 -0.39216 0.55190
1563004644.9062566757 2.06496 1.41145 0.08444 -0.60644 0.41672 -0.39240 0.55190
1563004644.9396138191 2.08823 1.41831 0.08472 -0.60596 0.41739 -0.39285 0.55161
1563004644.9729712009 2.11115 1.42615 0.08550 -0.60550 0.41817 -0.39347 0.55108
1563004645.0063283443 2.13539 1.43339 0.08694 -0.60511 0.41836 -0.39423 0.55082
1563004645.0396857262 2.15769 1.44235 0.08752 -0.60487 0.41885 -0.39479 0.55031
1563004645.0730428696 2.17948 1.45081 0.08900 -0.60430 0.41915 -0.39549 0.55021
1563004645.1064002514 2.20234 1.45846 0.08867 -0.60399 0.41971 -0.39568 0.54997
1563004645.1397576332 2.22605 1.46627 0.08909 -0.60364 0.42052 -0.39612 0.54943
1563004645.1731138229 2.24862 1.47435 0.08948 -0.60327 0.42134 -0.39669 0.54879
1563004645.2064721584 2.27050 1.48182 0.08965 -0.60314 0.42205 -0.39715 0.54806
1563004645.2398293018 2.29542 1.49164 0.09188 -0.60342 0.42212 -0.39839 0.54680
1563004645.2731866837 2.31862 1.50242 0.09214 -0.60356 0.42248 -0.39876 0.54609
1563004645.3065438271 2.34251 1.51093 0.09262 -0.60345 0.42267 -0.39888 0.54598
1563004645.3399014473 2.36881 1.51840 0.09278 -0.60308 0.42340 -0.39910 0.54567
1563004645.3732585907 2.39260 1.52556 0.09385 -0.60265 0.42436 -0.39956 0.54506
1563004645.4066157341 2.41535 1.53269 0.09396 -0.60188 0.42493 -0.40004 0.54511
1563004645.4399731159 2.43928 1.54119 0.09376 -0.60178 0.42575 -0.40046 0.54426
1563004645.4733233452 2.46598 1.55201 0.09433 -0.60179 0.42594 -0.40123 0.54354
1563004645.5066804886 2.49200 1.56191 0.09437 -0.60165 0.42637 -0.40144 0.54321
1563004645.5400376320 2.51602 1.56995 0.09466 -0.60146 0.42678 -0.40179 0.54283
1563004645.5733950138 2.54131 1.57866 0.09431 -0.60120 0.42739 -0.40233 0.54225
